source,target,src_type,tgt_type,confidence,polarity,strength,claim_type
Element:Ti,Property:yield strength=1100MPa,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Element:Mo=6.8,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Property:ultimate tensile strength (UTS),Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Property:yield strength (YS),Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Element:Sn=1,Element,Element,0.65,increase,medium,cooccurrence
Element:Ti,Element:Al=6.5,Element,Element,0.7,increase,medium,cooccurrence
Element:Ti,Element:Al=6.6,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Mo=3.4,Element,Element,0.65,increase,medium,cooccurrence
Element:Ti,Element:Mo=3.5,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Nb=7,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Si=0.3,Element,Element,0.65,increase,medium,cooccurrence
Element:Ti,Element:Zr=1.5,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Property:mechanical properties,Element,Property,0.65,increase,medium,cooccurrence
Element:Ti,Element:Al=4,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:B,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Al=5.3,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Al=6.0,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:V=4.5,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:V=7.3,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Property:UEL,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Property:median αp-phase area (A50%)=14.76μm2,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Property:median αp-phase area (A50%)=16.11μm2,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Property:median αp-phase area (A50%)=18.62μm2,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Element:Fe=4,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Property:UTS=927MPa,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Property:fatigue life,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Element:N=0.02,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:O=0.13,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Zr=3,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Cr=4,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Ni,Element,Element,0.65,increase,medium,cooccurrence
Element:Ti,Property:flowability,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Property:toughness,Element,Property,0.65,increase,medium,cooccurrence
Element:Ti,Property:wear resistance,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Element:C,Element,Element,0.75,increase,strong,cooccurrence
Element:Ti,Property:strain rate sensitivity,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Property:compressive strength,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Property:compressive yield strength,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Element:Ti=Bal.,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Nb=35,Element,Element,0.65,increase,medium,cooccurrence
Element:Ti,Property:ultimate tensile strength,Element,Property,0.65,increase,medium,cooccurrence
Element:Ti,Element:V=10,Element,Element,0.7,increase,medium,cooccurrence
Element:Ti,Element:Nb=24,Element,Element,0.65,increase,medium,cooccurrence
Element:Ti,Element:Sn=8,Element,Element,0.65,increase,medium,cooccurrence
Element:Ti,Element:Al=1,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Al=4.5,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Fe=5,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:V=3,Element,Element,0.65,increase,medium,cooccurrence
Element:Ti,Element:V=8,Element,Element,0.65,increase,medium,cooccurrence
Element:Ti,Property:hydrogen content,Element,Property,0.6,increase,medium,cooccurrence
Element:Ti,Element:Nb=8,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Cr=2.94,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Mo=7.18,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Nb=2.99,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Nb=3,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Property:UTS=902MPa,Element,Property,0.6,increase,medium,cooccurrence
Alloy:Ti-17,Processing:Fig:Fig. 2,Alloy,Processing,0.6,increase,medium,cooccurrence
Alloy:Ti-17,Processing:Fig:Fig. 3,Alloy,Processing,0.6,increase,medium,cooccurrence
Alloy:Ti-17,Processing:Fig:Fig. 4,Alloy,Processing,0.6,increase,medium,cooccurrence
Alloy:Ti-17,Processing:heat treatment,Alloy,Processing,0.6,increase,medium,cooccurrence
Alloy:Ti-17,Processing:hot compression,Alloy,Processing,0.6,increase,medium,cooccurrence
Alloy:Ti-17,Processing:test:EBSD,Alloy,Processing,0.6,increase,medium,cooccurrence
Alloy:Ti-17,Processing:test:compression,Alloy,Processing,0.6,increase,medium,cooccurrence
Alloy:Ti-17,Processing:test:hot compression,Alloy,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 2c,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 2d,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:hot compression,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:hot compression tests,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:hot deformation,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:quenching,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:solution and ageing treatment,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:BSE,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:compression,Processing,Processing,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:test:compression tests,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:finite element method,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:hot compression,Processing,Processing,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:HAGBs,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:LAGBs,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:dislocation,Processing,Microstructure,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:high angle grain boundaries,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:high-angle grain boundaries,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:low angle grain boundaries,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:subgrain,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:α and β phases,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:α phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:α-phase,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:β phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:β-phase,Processing,Microstructure,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Property:corrosion resistance,Processing,Property,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Table 4,Processing,Processing,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:PBF-LB,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:selective laser melting,Processing,Processing,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:test:microhardness,Processing,Processing,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:test:resonant ultrasound spectroscopy,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:columnar grains,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:elongated grains,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:equiaxed grains,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:porosity,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:powder morphology,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:Young's modulus,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:microhardness,Processing,Property,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Property:strength,Processing,Property,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:alpha phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:beta phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:bphase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:texture,Processing,Microstructure,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Property:UTS,Processing,Property,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:elongation,Processing,Property,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 1(a),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 1(b),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:additive manufacturing (AM),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:arc melting,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:nano-indentation,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:nanoindentation,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:hardness,Processing,Property,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 3a,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 5a,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 5b,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Figs. 3 and 4,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:metallography,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:tensile testing,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:twin,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:twins,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:ultrafine grains,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:α lath,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:α laths,Processing,Microstructure,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:β grains,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:LPBF,Processing,Processing,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:laser powder bed fusion,Processing,Processing,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:test:corrosion test,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:omega phase,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:ω_iso precipitates,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 5(d),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:hot deformation,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:DRV (dynamic recovery),Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:DRX (dynamic recrystallization),Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:DRX grains,Processing,Microstructure,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:bcc structure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:dynamic recrystallization,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 6 a and b,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 6 c and d,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 7 a,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:LMD,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:beta heat treatment,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:OM,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:optical microscopy,Processing,Processing,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:beta grain,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:beta grains,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:equiaxed crystals,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:fiber texture,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:low-angle grain boundaries,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:prior grains,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:recrystallization,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 10(a),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 10(b),Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 2(a),Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:hot forging,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:hot rolling,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:rolling,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:X-ray diffraction (XRD),Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:electron backscatter diffraction (EBSD),Processing,Processing,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:test:transmission electron microscopy (TEM),Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:uniaxial tensile test,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:recrystallized grains,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:β grain,Processing,Microstructure,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Property:yield strength,Processing,Property,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:homogenization,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:solution treatment,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:SAED,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:optical microscopy (OM),Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:water quench,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:adiabatic shear band,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:adiabatic shear band (ASB),Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:micro-voids,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 16,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:test:compression test,Processing,Processing,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:test:tensile deformation,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:dislocations,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:grain boundaries,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:screw dislocations,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:ω phase,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:work hardening rate,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:yield stress,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 17,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 18,Processing,Processing,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 6(a),Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Table 5,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Table 6,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:test:fracture toughness,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:alpha lath,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:lamellar α,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:primary alpha phase,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:αp,Processing,Microstructure,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:βt,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:plasticity,Processing,Property,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 20,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:β forging,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:equiaxed,Processing,Microstructure,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:initial microstructure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:primary α (αp),Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:αp phase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:elastic modulus,Processing,Property,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:impact toughness,Processing,Property,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:tensile strength,Processing,Property,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:dimples,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Microstructure:grain,Processing,Microstructure,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Microstructure:pores,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Property:ductility,Processing,Property,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 3d,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 6b,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 8a,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 8b,Processing,Processing,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 8c,Processing,Processing,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 8d,Processing,Processing,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 2,Processing:Fig:Fig. 8e,Processing,Processing,0.75,increase,strong,cooccurrence
